id_odf,siren,nom,type,adress,url_ptf,nb_ptf,url_datagouv,nb_datagouv,id_datagouv,merge,tranche_ptf,platform_clean,orga,tags,id_ods,depcode,dep_label,regcode,reg_code_short,reg_code_geo,pop_insee,tranche_pop,lat,lon,text
odf_246800726,246800726,CA COLMAR,CA,32 Cours Sainte Anne 68000 Colmar,,,https://www.data.gouv.fr/fr/organizations/5e44026b8b4c416f93430c66/,1,5e44026b8b4c416f93430c66,datagouv,d_1_5,DataGouv,DataGouv,Equipements-Transport,,68,Haut-Rhin,GES-44,GES,44,116314,p_100_250,48.080377,7.357919,"<p>L'organisation CA COLMAR est une communauté d'agglomérations et se situe dans le département 68 (Haut-Rhin) en région Grand-Est. Cette communauté d'agglomérations représente une population de 116314 habitants</p><br><p>CA COLMAR publie uniquement sur data.gouv.fr.</p><br><p>Cette organisation a publié 2 jeux de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/5e44026b8b4c416f93430c66/'> sa page sur datagouv</a>.</p><br><p>Adresse : 32 Cours Sainte Anne 68000 Colmar.</p><br><p>N° de SIREN : 246800726.</p><br>"
odf_243400769,243400769,CA DE BEZIERS MEDITERRANEE,CA,39 Boulevard de Verdun 34500 Béziers,,,https://www.data.gouv.fr/fr/organizations/5b6c2e4b8b4c41287663df35/,,5b6c2e4b8b4c41287663df35,datagouv,d_1_5,DataGouv,DataGouv,Transport,,34,Hérault,OCC-76,OCC,76,123613,p_100_250,43.336234,3.225023,"<p>L'organisation CA DE BEZIERS MEDITERRANEE est une communauté d'agglomérations et se situe dans le département 34 (Hérault) en région Occitanie. Cette communauté d'agglomérations représente une population de 123613 habitants</p><br><p>CA DE BEZIERS MEDITERRANEE publie uniquement sur data.gouv.fr.</p><br><p>Cette organisation a publié 1 jeu de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/5b6c2e4b8b4c41287663df35/'> sa page sur datagouv</a>.</p><br><p>Adresse : 39 Boulevard de Verdun 34500 Béziers.</p><br><p>N° de SIREN : 243400769.</p><br>"
odf_200030385,200030385,CA DE BLOIS,CA,1 Rue Honore de Balzac 41000 Blois,https://data.blois.agglopolys.fr/pages/accueil/,31,,1,,ptf,d_26_50,OpenDataSoft,Data Centre Val de Loire,Administratif-Citoyenneté-Culture-Education-Urbanisme-Transport-Environnement-Equipements-Economie-Energie-Télécom-Santé,,41,Loir-et-Cher,CVL-24,CVL,24,108871,p_100_250,47.594629,1.329817,"<p>L'organisation CA DE BLOIS est une communauté d'agglomérations et se situe dans le département 41 (Loir-et-Cher) en région Centre-Val de Loire. Cette communauté d'agglomérations représente une population de 108871 habitants</p><br><p>CA DE BLOIS publie uniquement sur un portail local avec une plateforme de type OpenDataSoft.</p><br><p>Cette organisation a publié 31 jeux de données sur sa plateforme.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://data.blois.agglopolys.fr/pages/accueil/'> la plateforme de CA DE BLOIS</a>.</p><br><p>Adresse : 1 Rue Honore de Balzac 41000 Blois.</p><br><p>N° de SIREN : 200030385.</p><br>"
odf_248100430,248100430,CA DE CASTRES MAZAMET,CA,Chemin de Causse 81100 Castres,,,https://www.data.gouv.fr/fr/organizations/5c9398018b4c412692ef9cf7/,15,5c9398018b4c412692ef9cf7,datagouv,d_1_5,DataGouv,DataGouv,Transport,,81,Tarn,OCC-76,OCC,76,78244,p_50_100,43.626921,2.225317,"<p>L'organisation CA DE CASTRES MAZAMET est une communauté d'agglomérations et se situe dans le département 81 (Tarn) en région Occitanie. Cette communauté d'agglomérations représente une population de 78244 habitants</p><br><p>CA DE CASTRES MAZAMET publie uniquement sur data.gouv.fr.</p><br><p>Cette organisation a publié 1 jeu de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/5c9398018b4c412692ef9cf7/'> sa page sur datagouv</a>.</p><br><p>Adresse : Chemin de Causse 81100 Castres.</p><br><p>N° de SIREN : 248100430.</p><br>"
odf_200066876,200066876,CA DE CHALONS EN CHAMPAGNE,CA,Place du Maréchal Foch 51000 Châlons-en-Champagne,https://opendata-agglo-chalons.opendata.arcgis.com/search,18,https://www.data.gouv.fr/fr/organizations/5badf1f68b4c412c38533e4e/,1,5badf1f68b4c412c38533e4e,ptf+datagouv,d_26_50,ArcGIS,Opendata Agglo Chalons,Equipements-Environnement-Education-Enfance-Santé-Transport,,51,Marne,GES-44,GES,44,57385,p_50_100,48.956649,4.362286,"<p>L'organisation CA DE CHALONS EN CHAMPAGNE est une communauté d'agglomérations et se situe dans le département 51 (Marne) en région Grand-Est. Cette communauté d'agglomérations représente une population de 57385 habitants</p><br><p>CA DE CHALONS EN CHAMPAGNE publie sur un portail local et sur data.gouv avec une plateforme de type ArcGis.</p><br><p>Cette organisation a publié 33 jeux de données : 18 jeux de données sur sa plateforme et 15 jeux de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://opendata-agglo-chalons.opendata.arcgis.com/search'> la plateforme de CA DE CHALONS EN CHAMPAGNE</a> ou sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/5badf1f68b4c412c38533e4e/'> sa page sur datagouv</a>.</p><br><p>Adresse : Place du Maréchal Foch 51000 Châlons-en-Champagne.</p><br><p>N° de SIREN : 200066876.</p><br>"
odf_200067874,200067874,CA DE HAGUENAU,CA,84 Route de Strasbourg 67500 Haguenau,,,https://www.data.gouv.fr/fr/organizations/5c0f8dfa634f4122be181e6a/,3,5c0f8dfa634f4122be181e6a,datagouv,d_1_5,DataGouv,DataGouv,Transport,,67,Bas-Rhin,GES-44,GES,44,95739,p_50_100,48.803819,7.768429,"<p>L'organisation CA DE HAGUENAU est une communauté d'agglomérations et se situe dans le département 67 (Bas-Rhin) en région Grand-Est. Cette communauté d'agglomérations représente une population de 95739 habitants</p><br><p>CA DE HAGUENAU publie uniquement sur data.gouv.fr.</p><br><p>Cette organisation a publié 1 jeu de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/5c0f8dfa634f4122be181e6a/'> sa page sur datagouv</a>.</p><br><p>Adresse : 84 Route de Strasbourg 67500 Haguenau.</p><br><p>N° de SIREN : 200067874.</p><br>"
odf_248100737,248100737,CA DE L'ALBIGEOIS,CA,16 Rue de l’Hôtel de Ville 81000 Albi,,,https://www.data.gouv.fr/fr/organizations/5be0257c634f415cecdbb5ff/,1,5be0257c634f415cecdbb5ff,datagouv,d_1_5,DataGouv,DataGouv,Transport,,81,Tarn,OCC-76,OCC,76,82435,p_50_100,43.927146,2.146534,"<p>L'organisation CA DE L'ALBIGEOIS est une communauté d'agglomérations et se situe dans le département 81 (Tarn) en région Occitanie. Cette communauté d'agglomérations représente une population de 82435 habitants</p><br><p>CA DE L'ALBIGEOIS publie uniquement sur data.gouv.fr.</p><br><p>Cette organisation a publié 3 jeux de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/5be0257c634f415cecdbb5ff/'> sa page sur datagouv</a>.</p><br><p>Adresse : 16 Rue de l’Hôtel de Ville 81000 Albi.</p><br><p>N° de SIREN : 248100737.</p><br>"
odf_200067114,200067114,CA DE L'AUXERROIS,CA,6bis Place du Marechal Leclerc 89000 Auxerre,https://trouver.ternum-bfc.fr/organization/communaute-dagglomeration-de-lauxerrois,1,https://www.data.gouv.fr/fr/organizations/5bec4aea8b4c416395a5e99e/,42,5bec4aea8b4c416395a5e99e,ptf+datagouv,d_1_5,DataGouv,DataGouv,Transport,,89,Yonne,BFC-27,BFC,27,68187,p_50_100,47.795286,3.570101,"<p>L'organisation CA DE L'AUXERROIS est une communauté d'agglomérations et se situe dans le département 89 (Yonne) en région Bourgogne-Franche-Comté. Cette communauté d'agglomérations représente une population de 68187 habitants</p><br><p>CA DE L'AUXERROIS publie sur un portail local et sur data.gouv avec une plateforme de type DataGouv.</p><br><p>Cette organisation a publié 2 jeux de données : 1 jeu de données sur sa plateforme et 1 jeu de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://trouver.ternum-bfc.fr/organization/communaute-dagglomeration-de-lauxerrois'> la plateforme de CA DE L'AUXERROIS</a> ou sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/5bec4aea8b4c416395a5e99e/'> sa page sur datagouv</a>.</p><br><p>Adresse : 6bis Place du Marechal Leclerc 89000 Auxerre.</p><br><p>N° de SIREN : 200067114.</p><br>"
odf_244400610,244400610,CA DE LA PRESQU'ILE DE GUERANDE ATLANTIQUE,CA,3 Avenue des Noëlles 44500 La Baule-Escoublac,https://capatlantique-loireatlantique.opendatasoft.com/explore/?refine.publisher=Cap+Atlantique,22,https://www.data.gouv.fr/fr/organizations/5cb0688e8b4c410c0750754c/,1,5cb0688e8b4c410c0750754c,ptf+datagouv,d_51_100,OpenDataSoft,Data Cap Atlantique,Tourisme-Transport-Economie-Environnement-Administratif-Citoyenneté,Cap Atlantique,44,Loire-Atlantique,PDL-52,PDL,52,73599,p_50_100,47.291261,-2.394205,"<p>L'organisation CA DE LA PRESQU'ILE DE GUERANDE ATLANTIQUE est une communauté d'agglomérations et se situe dans le département 44 (Loire-Atlantique) en région Pays-de-la-Loire. Cette communauté d'agglomérations représente une population de 73599 habitants</p><br><p>CA DE LA PRESQU'ILE DE GUERANDE ATLANTIQUE publie sur un portail local et sur data.gouv avec une plateforme de type OpenDataSoft.</p><br><p>Cette organisation a publié 64 jeux de données : 22 jeux de données sur sa plateforme et 42 jeux de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://capatlantique-loireatlantique.opendatasoft.com/explore/?refine.publisher=Cap+Atlantique'> la plateforme de CA DE LA PRESQU'ILE DE GUERANDE ATLANTIQUE</a> ou sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/5cb0688e8b4c410c0750754c/'> sa page sur datagouv</a>.</p><br><p>Adresse : 3 Avenue des Noëlles 44500 La Baule-Escoublac.</p><br><p>N° de SIREN : 244400610.</p><br>"
odf_247600786,247600786,CA DE LA REGION DIEPPOISE,CA,4 Boulevard du General de Gaulle 76200 Dieppe,,,https://www.data.gouv.fr/fr/organizations/5c1bb6bf634f416b25009c88/,,5c1bb6bf634f416b25009c88,datagouv,d_1_5,DataGouv,DataGouv,Transport,,76,Seine-Maritime,NOR-28,NOR,28,47223,p_25_50,49.923631,1.080531,"<p>L'organisation CA DE LA REGION DIEPPOISE est une communauté d'agglomérations et se situe dans le département 76 (Seine-Maritime) en région Normandie. Cette communauté d'agglomérations représente une population de 47223 habitants</p><br><p>CA DE LA REGION DIEPPOISE publie uniquement sur data.gouv.fr.</p><br><p>Cette organisation a publié 1 jeu de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/5c1bb6bf634f416b25009c88/'> sa page sur datagouv</a>.</p><br><p>Adresse : 4 Boulevard du General de Gaulle 76200 Dieppe.</p><br><p>N° de SIREN : 247600786.</p><br>"
odf_244400644,244400644,CA DE LA REGION NAZAIRIENNE ET DE L'ESTUAIRE,CA,4 Avenue du Commandant l’Herminier 44600 Saint-Nazaire,https://data.agglo-carene.fr/explore/?refine.publisher=CARENE,22,,0,,ptf,d_11_25,OpenDataSoft,Data Carene,Administratif-Urbanisme-Equipements-Citoyenneté-Transport,CARENE,44,Loire-Atlantique,PDL-52,PDL,52,123818,p_100_250,47.28575,-2.21241,"<p>L'organisation CA DE LA REGION NAZAIRIENNE ET DE L'ESTUAIRE est une communauté d'agglomérations et se situe dans le département 44 (Loire-Atlantique) en région Pays-de-la-Loire. Cette communauté d'agglomérations représente une population de 123818 habitants</p><br><p>CA DE LA REGION NAZAIRIENNE ET DE L'ESTUAIRE publie uniquement sur un portail local avec une plateforme de type OpenDataSoft.</p><br><p>Cette organisation a publié 22 jeux de données sur sa plateforme.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://data.agglo-carene.fr/explore/?refine.publisher=CARENE'> la plateforme de CA DE LA REGION NAZAIRIENNE ET DE L'ESTUAIRE</a>.</p><br><p>Adresse : 4 Avenue du Commandant l’Herminier 44600 Saint-Nazaire.</p><br><p>N° de SIREN : 244400644.</p><br>"
odf_240600551,240600551,CA DE LA RIVIERA FRANCAISE,CA,16 Rue Villarey 06500 Menton,,,https://www.data.gouv.fr/fr/organizations/5bb48e40634f410f9101c8e3/,1,5bb48e40634f410f9101c8e3,datagouv,d_na,DataGouv,DataGouv,Transport,,06,Alpes-Maritimes,PAC-93,PAC,93,71666,p_50_100,43.77628,7.501188,"<p>L'organisation CA DE LA RIVIERA FRANCAISE est une communauté d'agglomérations et se situe dans le département 06 (Alpes-Maritimes) en région Provence-Alpes-Côte-d’Azur. Cette communauté d'agglomérations représente une population de 71666 habitants</p><br><p>CA DE LA RIVIERA FRANCAISE publie uniquement sur data.gouv.fr.</p><br><p>Cette organisation a publié .</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/5bb48e40634f410f9101c8e3/'> sa page sur datagouv</a>.</p><br><p>Adresse : 16 Rue Villarey 06500 Menton.</p><br><p>N° de SIREN : 240600551.</p><br>"
odf_245300330,245300330,CA DE LAVAL,CA,1 Place du General Ferrie 53000 Laval,,,https://www.data.gouv.fr/fr/organizations/5bc4921f8b4c416a683d003f/,1,5bc4921f8b4c416a683d003f,datagouv,d_1_5,DataGouv,DataGouv,Transport,,53,Mayenne,PDL-52,PDL,52,112937,p_100_250,48.077333,-0.785389,"<p>L'organisation CA DE LAVAL est une communauté d'agglomérations et se situe dans le département 53 (Mayenne) en région Pays-de-la-Loire. Cette communauté d'agglomérations représente une population de 112937 habitants</p><br><p>CA DE LAVAL publie uniquement sur data.gouv.fr.</p><br><p>Cette organisation a publié 1 jeu de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/5bc4921f8b4c416a683d003f/'> sa page sur datagouv</a>.</p><br><p>Adresse : 1 Place du General Ferrie 53000 Laval.</p><br><p>N° de SIREN : 245300330.</p><br>"
odf_245804406,245804406,CA DE NEVERS,CA,124 Rue de Marzy 58000 Nevers,https://www.databfc.fr/bfc/portail,9,https://www.data.gouv.fr/fr/organizations/5943987b88ee381f30d196f7,1,5943987b88ee381f30d196f7,ptf+datagouv,d_6_10,CKAN-CKAN,Data BFC-IDéO - Portail Opendata BFC,Transport,,58,Nièvre,BFC-27,BFC,27,34228,p_25_50,46.988185,3.119403,"<p>L'organisation CA DE NEVERS est une communauté d'agglomérations et se situe dans le département 58 (Nièvre) en région Bourgogne-Franche-Comté. Cette communauté d'agglomérations représente une population de 34228 habitants</p><br><p>CA DE NEVERS publie sur un portail local et sur data.gouv avec une plateforme de type CKAN  CKAN.</p><br><p>Cette organisation a publié 10 jeux de données : 9 jeux de données sur sa plateforme et 1 jeu de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.databfc.fr/bfc/portail'> la plateforme de CA DE NEVERS</a> ou sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/5943987b88ee381f30d196f7'> sa page sur datagouv</a>.</p><br><p>Adresse : 124 Rue de Marzy 58000 Nevers.</p><br><p>N° de SIREN : 245804406.</p><br>"
odf_200073344,200073344,CA DE RAMBOUILLET TERRITOIRES,CA,22 Rue Gustave Eiffel 78120 Rambouillet,,,https://www.data.gouv.fr/fr/organizations/580e1e1388ee385e8e13e4cb,,580e1e1388ee385e8e13e4cb,datagouv,d_1_5,DataGouv,DataGouv,Transport,,78,Yvelines,IDF-11,IDF,11,78443,p_50_100,48.625134,1.824707,"<p>L'organisation CA DE RAMBOUILLET TERRITOIRES est une communauté d'agglomérations et se situe dans le département 78 (Yvelines) en région Île-de-France. Cette communauté d'agglomérations représente une population de 78443 habitants</p><br><p>CA DE RAMBOUILLET TERRITOIRES publie uniquement sur data.gouv.fr.</p><br><p>Cette organisation a publié 1 jeu de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/580e1e1388ee385e8e13e4cb'> sa page sur datagouv</a>.</p><br><p>Adresse : 22 Rue Gustave Eiffel 78120 Rambouillet.</p><br><p>N° de SIREN : 200073344.</p><br>"
odf_245901160,245901160,CA DE VALENCIENNES METROPOLE,CA,2 Place de l’Hôpital Général 59300 Valenciennes,https://valenciennesmetro.opendatasoft.com/explore/?sort=modified&refine.publisher=CAVM,6,,1,,ptf,d_6_10,OpenDataSoft,Data Grand Paris Seine Ouest,Urbanisme-Tourisme-Environnement,CAVM,59,Nord,HDF-32,HDF,32,192471,p_100_250,50.362457,3.525686,"<p>L'organisation CA DE VALENCIENNES METROPOLE est une communauté d'agglomérations et se situe dans le département 59 (Nord) en région Hauts-de-France. Cette communauté d'agglomérations représente une population de 192471 habitants</p><br><p>CA DE VALENCIENNES METROPOLE publie uniquement sur un portail local avec une plateforme de type OpenDataSoft.</p><br><p>Cette organisation a publié 6 jeux de données sur sa plateforme.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://valenciennesmetro.opendatasoft.com/explore/?sort=modified&refine.publisher=CAVM'> la plateforme de CA DE VALENCIENNES METROPOLE</a>.</p><br><p>Adresse : 2 Place de l’Hôpital Général 59300 Valenciennes.</p><br><p>N° de SIREN : 245901160.</p><br>"
odf_247000011,247000011,CA DE VESOUL,CA,6 Rue de la Mutualité 70000 Vesoul,https://www.databfc.fr/bfc/portail,1,https://www.data.gouv.fr/fr/organizations/5cd5862c8b4c412132ddb84c/,,5cd5862c8b4c412132ddb84c,datagouv,d_1_5,DataGouv,DataGouv,,,70,Haute-Saône,BFC-27,BFC,27,15058,p_10_25,47.61835,6.152408,"<p>L'organisation CA DE VESOUL est une communauté d'agglomérations et se situe dans le département 70 (Haute-Saône) en région Bourgogne-Franche-Comté. Cette communauté d'agglomérations représente une population de 15058 habitants</p><br><p>CA DE VESOUL publie uniquement sur data.gouv.fr.</p><br><p>Cette organisation a publié 2 jeux de données : 1 jeu de données sur sa plateforme et 1 jeu de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.databfc.fr/bfc/portail'> la plateforme de CA DE VESOUL</a> ou sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/5cd5862c8b4c412132ddb84c/'> sa page sur datagouv</a>.</p><br><p>Adresse : 6 Rue de la Mutualité 70000 Vesoul.</p><br><p>N° de SIREN : 247000011.</p><br>"
odf_200068989,200068989,CA DINAN AGGLOMERATION,CA,8 Boulevard Simone Veil 22100 Dinan,http://datarmor.cotesdarmor.fr/web/guest/donnees,9,,2,,ptf,d_6_10,MGDIS Open Data,Dat'Armor,Equipements-Culture-Citoyenneté-Social-Transport-Télécom,,22,Côtes d'Armor,BRE-53,BRE,53,96891,p_50_100,48.455631,-2.058462,"<p>L'organisation CA DINAN AGGLOMERATION est une communauté d'agglomérations et se situe dans le département 22 (Côtes d'Armor) en région Bretagne. Cette communauté d'agglomérations représente une population de 96891 habitants</p><br><p>CA DINAN AGGLOMERATION publie uniquement sur un portail local avec une plateforme de type MGDIS Open Data.</p><br><p>Cette organisation a publié 9 jeux de données sur sa plateforme.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='http://datarmor.cotesdarmor.fr/web/guest/donnees'> la plateforme de CA DINAN AGGLOMERATION</a>.</p><br><p>Adresse : 8 Boulevard Simone Veil 22100 Dinan.</p><br><p>N° de SIREN : 200068989.</p><br>"
odf_248300493,248300493,CA DRACENIE PROVENCE VERDON AGGLOMERATION,CA,7 Rue des Endronnes 83300 Draguignan,https://trouver.datasud.fr/organization/dracenie-provence-verdon-agglomeration,2,https://www.data.gouv.fr/fr/organizations/5baa4a978b4c412a0da6114c/,2,5baa4a978b4c412a0da6114c,ptf+datagouv,d_1_5,CKAN,Data Sud,Administratif-Transport,,83,Var,PAC-93,PAC,93,107518,p_100_250,43.537614,6.465404,"<p>L'organisation CA DRACENIE PROVENCE VERDON AGGLOMERATION est une communauté d'agglomérations et se situe dans le département 83 (Var) en région Provence-Alpes-Côte-d’Azur. Cette communauté d'agglomérations représente une population de 107518 habitants</p><br><p>CA DRACENIE PROVENCE VERDON AGGLOMERATION publie sur un portail local et sur data.gouv avec une plateforme de type CKAN.</p><br><p>Cette organisation a publié 4 jeux de données : 2 jeux de données sur sa plateforme et 2 jeux de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://trouver.datasud.fr/organization/dracenie-provence-verdon-agglomeration'> la plateforme de CA DRACENIE PROVENCE VERDON AGGLOMERATION</a> ou sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/5baa4a978b4c412a0da6114c/'> sa page sur datagouv</a>.</p><br><p>Adresse : 7 Rue des Endronnes 83300 Draguignan.</p><br><p>N° de SIREN : 248300493.</p><br>"
odf_200043172,200043172,CA DU BASSIN DE BRIVE,CA,9 Avenue Leo Lagrange 19100 Brive-la-Gaillarde,,,https://www.data.gouv.fr/fr/organizations/5c9e2c5d634f412729e9e460/,2,5c9e2c5d634f412729e9e460,datagouv,d_1_5,DataGouv,DataGouv,Equipements,,19,Corrèze,NAQ-75,NAQ,75,107831,p_100_250,45.159227,1.541561,"<p>L'organisation CA DU BASSIN DE BRIVE est une communauté d'agglomérations et se situe dans le département 19 (Corrèze) en région Nouvelle-Aquitaine. Cette communauté d'agglomérations représente une population de 107831 habitants</p><br><p>CA DU BASSIN DE BRIVE publie uniquement sur data.gouv.fr.</p><br><p>Cette organisation a publié 2 jeux de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/5c9e2c5d634f412729e9e460/'> sa page sur datagouv</a>.</p><br><p>Adresse : 9 Avenue Leo Lagrange 19100 Brive-la-Gaillarde.</p><br><p>N° de SIREN : 200043172.</p><br>"
odf_246200729,246200729,CA DU BOULONNAIS,CA,1 Boulevard Bassin Napoleon 62200 Boulogne-sur-Mer,,,https://www.data.gouv.fr/fr/organizations/5970a76d88ee38216d112aa1/,,5970a76d88ee38216d112aa1,datagouv,d_1_5,DataGouv,DataGouv,Transport-Environnement,,62,Pas-de-Calais,HDF-32,HDF,32,116014,p_100_250,50.722327,1.597169,"<p>L'organisation CA DU BOULONNAIS est une communauté d'agglomérations et se situe dans le département 62 (Pas-de-Calais) en région Hauts-de-France. Cette communauté d'agglomérations représente une population de 116014 habitants</p><br><p>CA DU BOULONNAIS publie uniquement sur data.gouv.fr.</p><br><p>Cette organisation a publié 2 jeux de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/5970a76d88ee38216d112aa1/'> sa page sur datagouv</a>.</p><br><p>Adresse : 1 Boulevard Bassin Napoleon 62200 Boulogne-sur-Mer.</p><br><p>N° de SIREN : 246200729.</p><br>"
odf_200067205,200067205,CA DU COTENTIN,CA,8 Rue des Vindits 50130 Cherbourg-en-Cotentin,https://www.opendata-manche.fr/web/guest/donnees,27,,2,,ptf,d_26_50,MGDIS Open Data,Opendata Manche,Administratif-Transport-Citoyenneté,,50,Manche,NOR-28,NOR,28,180794,p_100_250,49.634352,-1.654065,"<p>L'organisation CA DU COTENTIN est une communauté d'agglomérations et se situe dans le département 50 (Manche) en région Normandie. Cette communauté d'agglomérations représente une population de 180794 habitants</p><br><p>CA DU COTENTIN publie uniquement sur un portail local avec une plateforme de type MGDIS Open Data.</p><br><p>Cette organisation a publié 27 jeux de données sur sa plateforme.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.opendata-manche.fr/web/guest/donnees'> la plateforme de CA DU COTENTIN</a>.</p><br><p>Adresse : 8 Rue des Vindits 50130 Cherbourg-en-Cotentin.</p><br><p>N° de SIREN : 200067205.</p><br>"
odf_200044618,200044618,CA DU DOUAISIS,CA,746 Rue Jean Perrin 59500 Douai,,,https://www.data.gouv.fr/fr/organizations/59ce086088ee3865cbc4328f/,24,59ce086088ee3865cbc4328f,datagouv,d_1_5,DataGouv,DataGouv,Transport-Environnement,,59,Nord,HDF-32,HDF,32,149248,p_100_250,50.397151,3.101128,"<p>L'organisation CA DU DOUAISIS est une communauté d'agglomérations et se situe dans le département 59 (Nord) en région Hauts-de-France. Cette communauté d'agglomérations représente une population de 149248 habitants</p><br><p>CA DU DOUAISIS publie uniquement sur data.gouv.fr.</p><br><p>Cette organisation a publié 2 jeux de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/59ce086088ee3865cbc4328f/'> sa page sur datagouv</a>.</p><br><p>Adresse : 746 Rue Jean Perrin 59500 Douai.</p><br><p>N° de SIREN : 200044618.</p><br>"
odf_242500361,242500361,CA DU GRAND BESANCON,CA,4 Rue Gabriel Plancon 25000 Besançon,https://data.grandbesancon.fr,56,https://www.data.gouv.fr/fr/organizations/59196e9088ee38471c78dac6,23,59196e9088ee38471c78dac6,ptf+datagouv,d_51_100,CKAN-CKAN,Data BFC-IDéO - Portail Opendata BFC,Administratif-Citoyenneté-Environnement-Transport,,25,Doubs,BFC-27,BFC,27,193187,p_100_250,47.2347,6.01537,"<p>L'organisation CA DU GRAND BESANCON est une communauté d'agglomérations et se situe dans le département 25 (Doubs) en région Bourgogne-Franche-Comté. Cette communauté d'agglomérations représente une population de 193187 habitants</p><br><p>CA DU GRAND BESANCON publie sur un portail local et sur data.gouv avec une plateforme de type CKAN  CKAN.</p><br><p>Cette organisation a publié 80 jeux de données : 56 jeux de données sur sa plateforme et 24 jeux de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://data.grandbesancon.fr'> la plateforme de CA DU GRAND BESANCON</a> ou sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/59196e9088ee38471c78dac6'> sa page sur datagouv</a>.</p><br><p>Adresse : 4 Rue Gabriel Plancon 25000 Besançon.</p><br><p>N° de SIREN : 242500361.</p><br>"
odf_200023737,200023737,CA DU GRAND CAHORS,CA,72 Rue du President Wilson 46000 Cahors,,,https://www.data.gouv.fr/fr/organizations/589d6e22c751df0ff0ae0a65,1,589d6e22c751df0ff0ae0a65,datagouv,d_11_25,DataGouv,DataGouv,Transport-Environnement-Education,,46,Lot,OCC-76,OCC,76,40775,p_25_50,44.446218,1.439927,"<p>L'organisation CA DU GRAND CAHORS est une communauté d'agglomérations et se situe dans le département 46 (Lot) en région Occitanie. Cette communauté d'agglomérations représente une population de 40775 habitants</p><br><p>CA DU GRAND CAHORS publie uniquement sur data.gouv.fr.</p><br><p>Cette organisation a publié 23 jeux de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/589d6e22c751df0ff0ae0a65'> sa page sur datagouv</a>.</p><br><p>Adresse : 72 Rue du President Wilson 46000 Cahors.</p><br><p>N° de SIREN : 200023737.</p><br>"
